Sentences,Label
ngày bốn tháng chín năm hai không hai chín,unknown num unknown num unknown num num num num
ngày bốn tháng chín năm hai không ba mươi,unknown num unknown num unknown num num num num
ngày bốn tháng chín năm hai không ba mốt,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười một,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười hai,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười ba,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười bốn,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười năm,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười sáu,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười bảy,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười tám,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không mười chín,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai mốt,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai hai,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai ba,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai bốn,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai năm,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai sáu,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai bảy,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai tám,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không hai chín,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không ba mươi,unknown num unknown num unknown num num num num
ngày năm tháng một năm hai không ba mốt,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười một,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười hai,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười ba,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười bốn,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười năm,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười sáu,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười bảy,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười tám,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không mười chín,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai mốt,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai hai,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai ba,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai bốn,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai năm,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai sáu,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai bảy,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai tám,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không hai chín,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không ba mươi,unknown num unknown num unknown num num num num
ngày năm tháng hai năm hai không ba mốt,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười một,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười hai,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười ba,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười bốn,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười năm,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười sáu,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười bảy,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười tám,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không mười chín,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai mốt,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai hai,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai ba,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai bốn,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai năm,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai sáu,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai bảy,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai tám,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không hai chín,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không ba mươi,unknown num unknown num unknown num num num num
ngày năm tháng ba năm hai không ba mốt,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười một,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười hai,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười ba,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười bốn,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười năm,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười sáu,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười bảy,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười tám,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không mười chín,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai mốt,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai hai,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai ba,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai bốn,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai năm,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai sáu,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai bảy,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai tám,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không hai chín,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không ba mươi,unknown num unknown num unknown num num num num
ngày năm tháng bốn năm hai không ba mốt,unknown num unknown num unknown num num num num
ngày năm tháng năm năm hai không mười một,unknown num unknown num unknown num num num num
ngày năm tháng năm năm hai không mười hai,unknown num unknown num unknown num num num num
